aardvark, ɑrdvɑrk, 'ɑrdˌvɑrk
minoxidil, mɪnɑksɪdɪl, mɪ'nɑk sɪ dɪl
minster, mɪnstər, 'mɪn stər
minstrel, mɪnstrəl, 'mɪn strəl
minstrels, mɪnstrəlz, 'mɪn strəlz
mint, mɪnt, mɪnt
mintage, mɪntədʒ, 'mɪn tədʒ
mintage, mɪntɪdʒ, 'mɪn tɪdʒ
minted, mɪntɪd, 'mɪn tɪd
minter, mɪntər, 'mɪn tər
mintier, mɪntiər, 'mɪn ti ər
minting, mɪntɪŋ, 'mɪn tɪŋ
mints, mɪnts, mɪnts
minuet, mɪnjəwɛt, ˌmɪn jə'wɛt
minus, maɪnəs, 'maɪ nəs
minuscule, mɪnəskjul, 'mɪ nəsˌkjul
minuses, maɪnəsɪz, 'maɪ nə sɪz
minute, mɪnət, 'mɪ nət
minute, maɪnut, maɪ'nut
minute, maɪnjut, maɪn'jut
minutely, mɪnətli, 'mɪ nət li
minuteman, mɪnətmæn, 'mɪ nətˌmæn
minutemen, mɪnətmɛn, 'mɪ nətˌmɛn
minutes, mɪnəts, 'mɪ nəts
minutia, mɪnuʃiə, mɪ'nu ʃiə
minutiae, mɪnuʃiə, mɪ'nu ʃiə
mir, mɪr, mɪr
miracle, mɪrəkəl, 'mɪ rə kəl
miracles, mɪrəkəlz, 'mɪ rə kəlz
miraculous, mərækjələs, mə'ræ kjə ləs
miraculously, mərækjələsli, mə'ræ kjə ləs li
mirage, mərɑʒ, mə'rɑʒ
mirages, mərɑʒəz, mə'rɑ ʒəz
mire, maɪr, maɪr
mire, maɪər, 'maɪ ər
mired, maɪrd, maɪrd
mires, maɪrz, maɪrz
mirror, mɪrər, 'mɪ rər
mirrored, mɪrərd, 'mɪ rərd
mirroring, mɪrərɪŋ, 'mɪ rə rɪŋ
mirrors, mɪrərz, 'mɪ rərz
mirth, mɜrθ, mɜrθ
mirza, mɜrzə, 'mɜr zə
mis, mɪs, mɪs
misadventure, mɪsədvɛntʃər, mɪ səd'vɛn tʃər
misadventures, mɪsədvɛntʃərz, mɪ səd'vɛn tʃərz
misallocate, mɪsæləket, mɪ'sæ ləˌket
misallocated, mɪsæləketɪd, mɪ'sæ ləˌke tɪd
misallocates, mɪsæləkets, mɪ'sæ ləˌkets
misallocating, mɪsæləketɪŋ, mɪ'sæ ləˌke tɪŋ
misallocation, mɪsæləkeʃən, mɪˌsæ lə'ke ʃən
misanthrope, mɪsənθrop, 'mɪ sənˌθrop
misapplication, mɪsæpləkeʃən, mɪˌsæ plə'ke ʃən
misapplied, mɪsəplaɪd, ˌmɪ sə'plaɪd
misapplies, mɪsəplaɪz, ˌmɪ sə'plaɪz
misapply, mɪsəplaɪ, mɪ sə'plaɪ
misapplying, mɪsəplaɪɪŋ, mɪ sə'plaɪ ɪŋ
misapprehension, mɪsæprihɛnʃən, mɪˌsæ pri'hɛn ʃən
misappropriate, mɪsəpropriet, mɪ sə'pro priˌet
misappropriated, mɪsəproprietɪd, ˌmɪ sə'pro priˌe tɪd
misappropriates, mɪsəpropriets, ˌmɪ sə'pro priˌets
misappropriating, mɪsəproprietɪŋ, ˌmɪ sə'pro priˌe tɪŋ
misappropriation, mɪsəproprieʃən, ˌmɪ səˌpro pri'e ʃən
misbegotten, mɪsbəgɑtən, ˌmɪs bə'gɑ tən
misbehave, mɪsbəhev, ˌmɪs bə'hev
misbehave, mɪsbihev, ˌmɪs bi'hev
misbehaved, mɪsbəhevd, ˌmɪs bə'hevd
misbehaved, mɪsbihevd, ˌmɪs bi'hevd
misbehaves, mɪsbəhevz, ˌmɪs bə'hevz
misbehaves, mɪsbihevz, ˌmɪs bi'hevz
misbehaving, mɪsbəhevɪŋ, ˌmɪs bə'he vɪŋ
misbehaving, mɪsbihevɪŋ, ˌmɪs bi'he vɪŋ
misbehavior, mɪsbəhevjər, ˌmɪs bə'hev jər
misbehavior, mɪsbihevjər, ˌmɪs bi'hev jər
miscalculate, mɪskælkjəlet, mɪ'skæl kjəˌlet
miscalculated, mɪskælkjəletɪd, mɪ'skæl kjəˌle tɪd
miscalculates, mɪskælkjəlets, mɪ'skæl kjəˌlets
miscalculation, mɪskælkjəleʃən, mɪ'skæl kjə'le ʃən
miscalculations, mɪskælkjəleʃənz, mɪ'skæl kjə'le ʃənz
miscarriage, mɪskɛrədʒ, mɪ'skɛ rədʒ
miscarriages, mɪskɛrɪdʒɪz, mɪ'skɛ rɪ dʒɪz
miscast, mɪskæst, mɪ'skæst
miscellaneous, mɪsəleniəs, ˌmɪ sə'le niəs
miscellany, mɪsəleni, 'mɪ səˌle ni
mischaracterization, mɪskærəktərəzeʃən, mɪˌskæ rək tə rə'ze ʃən
mischaracterizations, mɪskærəktərəzeʃənz, mɪˌskæ rək tə rə'ze ʃənz
mischaracterize, mɪskærəktəraɪz, mɪ'skæ rək təˌraɪz
mischaracterized, mɪskærəktəraɪzd, mɪ'skæ rək təˌraɪzd
mischaracterizes, mɪskærəktəraɪzɪz, mɪ'skæ rək təˌraɪ zɪz
mischaracterizing, mɪskærəktəraɪzɪŋ, mɪ'skæ rək təˌraɪ zɪŋ
mischarge, mɪstʃɑrdʒ, mɪs'tʃɑrdʒ
mischarged, mɪstʃɑrdʒd, mɪs'tʃɑrdʒd
mischarges, mɪstʃɑrdʒɪz, mɪs'tʃɑr dʒɪz
mischarging, mɪstʃɑrdʒɪŋ, mɪs'tʃɑr dʒɪŋ
mischief, mɪstʃəf, 'mɪs tʃəf
mischievous, mɪstʃəvəs, 'mɪs tʃə vəs
miscibility, mɪsɪbɪlɪti, ˌmɪ sɪ'bɪ lɪ ti
miscible, mɪsəbəl, 'mɪ sə bəl
miscible, mɪsɪbəl, 'mɪ sɪ bəl
miscommunication, mɪskəmjunəkeʃən, mɪ skəmˌju nə'ke ʃən
misconceive, mɪskənsiv, mɪ skən'siv
misconceived, mɪskənsivd, mɪ skən'sivd
misconceives, mɪskənsivz, mɪ skən'sivz
misconceiving, mɪskənsivɪŋ, mɪ skən'si vɪŋ
misconception, mɪskənsɛpʃən, mɪ skən'sɛp ʃən
misconceptions, mɪskənsɛpʃənz, mɪ skən'sɛp ʃənz
misconduct, mɪskɑndəkt, mɪ'skɑn dəkt
misconstrue, mɪskənstru, mɪ skən'stru
misconstrued, mɪskənstrud, ˌmɪ skən'strud
misconstrues, mɪskənstruz, mɪ skən'struz
misconstruing, mɪskənstruɪŋ, mɪ skən'stru ɪŋ
miscount, mɪskaʊnt, 'mɪ'skaʊnt
miscreant, mɪskriənt, 'mɪs kriənt
miscreants, mɪskriənts, 'mɪs kriənts
miscreation, mɪskrieʃən, mɪ skri'e ʃən
miscreations, mɪskrieʃənz, ˌmɪs kri'e ʃənz
miscue, mɪskju, 'mɪsˌkju
miscues, mɪskjuz, 'mɪsˌkjuz
misdeed, mɪsdid, 'mɪs'did
misdeeds, mɪsdidz, mɪs'didz
misdemeanor, mɪsdəminər, ˌmɪs də'mi nər
misdemeanors, mɪsdəminərz, ˌmɪs də'mi nərz
misdiagnose, mɪsdaɪɪgnoz, mɪsˌdaɪ ɪg'noz
misdiagnosed, mɪsdaɪɪgnozd, mɪsˌdaɪ ɪg'nozd
misdiagnoses, mɪsdaɪɪgnosiz, mɪsˌdaɪ ɪg'no siz
misdiagnoses, mɪsdaɪɪgnosəz, mɪsˌdaɪ ɪg'no səz
misdiagnosis, mɪsdaɪɪgnosəs, mɪsˌdaɪ ɪg'no səs
misdirect, mɪsdɪrɛkt, mɪs dɪ'rɛkt
misdirected, mɪsdɪrɛktɪd, mɪs dɪ'rɛk tɪd
miser, maɪzər, 'maɪ zər
miserable, mɪzərəbəl, 'mɪ zə rə bəl
miserable, mɪzrəbəl, 'mɪz rə bəl
miserables, mɪzərəbəlz, 'mɪ zə rə bəlz
miserables, mɪzrəbəlz, 'mɪz rə bəlz
miserables, mɪzərɑb, ˌmɪ zə'rɑb
miserably, mɪzərəbli, 'mɪ zə rə bli
miserably, mɪzrəbli, 'mɪz rə bli
miseries, mɪzəriz, 'mɪ zə riz
miserly, maɪzərli, 'maɪ zər li
misers, maɪzərz, 'maɪ zərz
misery, mɪzəri, 'mɪ zə ri
mises, maɪzɪz, 'maɪ zɪz
misfire, mɪsfaɪər, mɪs'faɪ ər
misfit, mɪsfɪt, 'mɪsˌfɪt
misfits, mɪsfɪts, 'mɪsˌfɪts
misfortune, mɪsfɔrtʃən, mɪs'fɔr tʃən
misfortunes, mɪsfɔrtʃənz, mɪs'fɔr tʃənz
misgive, mɪsgɪv, mɪs'gɪv
misgiving, mɪsgɪvɪŋ, mɪs'gɪ vɪŋ
misgivings, mɪsgɪvɪŋz, mɪs'gɪ vɪŋz
misgovernment, mɪsgʌvərnmənt, mɪs'gʌ vərn mənt
misguide, mɪsgaɪd, mɪs'gaɪd
misguided, mɪsgaɪdɪd, mɪs'gaɪ dɪd
misguides, mɪsgaɪdz, mɪs'gaɪdz
mishandle, mɪshændəl, mɪs'hæn dəl
mishandled, mɪshændəld, mɪs'hæn dəld
mishandles, mɪshændəlz, mɪs'hæn dəlz
mishandling, mɪshændlɪŋ, mɪs'hænd lɪŋ
mishap, mɪshæp, 'mɪsˌhæp
mishaps, mɪshæps, 'mɪsˌhæps
mishear, mɪshir, mɪs'hir
misheard, mɪshɜrd, ˌmɪs'hɜrd
mishmash, mɪʃmæʃ, 'mɪʃˌmæʃ
misidentification, mɪsaɪdɛntɪfɪkeʃən, ˌmɪ saɪˌdɛn tɪ fɪ'ke ʃən
misidentification, mɪsaɪdɛnɪfɪkeʃən, ˌmɪ saɪˌdɛ nɪ fɪ'ke ʃən
misidentified, mɪsaɪdɛntɪfaɪd, mɪ saɪ'dɛn tɪˌfaɪd
misidentified, mɪsaɪdɛnɪfaɪd, mɪ saɪ'dɛ nɪˌfaɪd
misidentifies, mɪsaɪdɛntɪfaɪz, mɪ saɪ'dɛn tɪˌfaɪz
misidentifies, mɪsaɪdɛnɪfaɪz, mɪ saɪ'dɛ nɪˌfaɪz
misidentify, mɪsaɪdɛntəfaɪ, mɪ saɪ'dɛn təˌfaɪ
misidentify, mɪsaɪdɛnəfaɪ, mɪ saɪ'dɛ nəˌfaɪ
misidentifying, mɪsaɪdɛntəfaɪɪŋ, mɪ saɪ'dɛn təˌfaɪ ɪŋ
misidentifying, mɪsaɪdɛnəfaɪɪŋ, mɪ saɪ'dɛ nəˌfaɪ ɪŋ
misimpression, mɪsɪmprɛʃən, mɪ sɪm'prɛ ʃən
misinform, mɪsɪnfɔrm, mɪˌsɪn'fɔrm
misinformation, mɪsɪnfərmeʃən, ˌmɪ sɪn fər'me ʃən
misinformed, mɪsɪnfɔrmd, mɪ sɪn'fɔrmd
misinforming, mɪsɪnfɔrmɪŋ, mɪ sɪn'fɔr mɪŋ
misinforms, mɪsɪnfɔrmz, mɪˌsɪn'fɔrmz
misinterpret, mɪsɪntɜrprət, mɪ sɪn'tɜr prət
misinterpretation, mɪsɪntɜrprəteʃən, mɪ sɪnˌtɜr prə'te ʃən
misinterpreted, mɪsɪntɜrprətɪd, mɪ sɪn'tɜr prə tɪd
misinterpreting, mɪsɪntɜrprətɪŋ, mɪ sɪn'tɜr prə tɪŋ
misinterprets, mɪsɪntɜrprəts, mɪ sɪn'tɜr prəts
misjudge, mɪsdʒʌdʒ, mɪs'dʒʌdʒ
misjudged, mɪsdʒʌdʒd, mɪs'dʒʌdʒd
misjudges, mɪsdʒʌdʒɪz, mɪs'dʒʌ dʒɪz
misjudging, mɪsdʒʌdʒɪŋ, mɪs'dʒʌ dʒɪŋ
misjudgment, mɪsdʒʌdʒmənt, mɪs'dʒʌdʒ mənt
misjudgments, mɪsdʒʌdʒmənts, mɪs'dʒʌdʒ mənts
mislabel, mɪslebəl, mɪs'le bəl
mislabeled, mɪslebəld, mɪs'le bəld
mislabeling, mɪslebəlɪŋ, mɪs'le bə lɪŋ
mislabeling, mɪsleblɪŋ, mɪs'le blɪŋ
mislabels, mɪslebəlz, mɪs'le bəlz
mislaid, mɪsled, mɪs'led
mislead, mɪslid, mɪs'lid
misleading, mɪslidɪŋ, mɪs'li dɪŋ
misleadingly, mɪslidɪŋli, mɪs'li dɪŋ li
misleads, mɪslidz, mɪs'lidz
misled, mɪslɛd, mɪs'lɛd
mismanage, mɪsmænɪdʒ, mɪ'smæ nɪdʒ
mismanaged, mɪsmænɪdʒd, mɪ'smæ nɪdʒd
mismanagement, mɪsmænɪdʒmənt, mɪ'smæ nɪdʒ mənt
mismanages, mɪsmænɪdʒəz, mɪ'smæ nɪ dʒəz
mismanaging, mɪsmænɪdʒɪŋ, mɪ'smæ nɪ dʒɪŋ
mismatch, mɪsmætʃ, mɪ'smætʃ
mismatch, mɪsmætʃ, 'mɪˌsmætʃ
mismatched, mɪsmætʃt, mɪ'smætʃt
mismatches, mɪsmætʃɪz, mɪ'smæ tʃɪz
misnomer, mɪsnomər, mɪ'sno mər
misogynist, mɪzədʒɪnɪst, 'mɪ zə dʒɪ nɪst
misogynists, mɪzədʒɪnɪsts, 'mɪ zə dʒɪ nɪsts
misogynists, mɪzədʒɪnɪs, 'mɪ zə dʒɪ nɪs
misogyny, mɪzədʒɪni, 'mɪ zə dʒɪ ni
misperceive, mɪspərsiv, mɪ spər'siv
misperceived, mɪspərsivd, mɪ spər'sivd
misperceives, mɪspərsivz, mɪ spər'sivz
misperception, mɪspərsɛpʃən, ˌmɪ spər'sɛp ʃən
misperceptions, mɪspərsɛpʃənz, mɪ spər'sɛp ʃənz
misplace, mɪsples, mɪ'sples
misplaced, mɪsplest, mɪ'splest
misplaces, mɪsplesɪz, mɪ'sple sɪz
misplacing, mɪsplesɪŋ, mɪ'sple sɪŋ
misprice, mɪspraɪs, mɪ'spraɪs
mispriced, mɪspraɪst, mɪ'spraɪst
misprices, mɪspraɪsɪz, mɪ'spraɪ sɪz
mispricing, mɪspraɪsɪŋ, mɪ'spraɪ sɪŋ
misprint, mɪsprɪnt, 'mɪs'prɪnt
misprinted, mɪsprɪntəd, 'mɪs'prɪn təd
misprints, mɪsprɪnts, 'mɪs'prɪnts
misprision, mɪsprɪʒən, mɪ'sprɪ ʒən
mispronounce, mɪsprənaʊns, mɪ sprə'naʊns
mispronounced, mɪsprənaʊnst, mɪ sprə'naʊnst
mispronounces, mɪsprənaʊnsɪz, mɪ sprə'naʊn sɪz
mispronouncing, mɪsprənaʊnsɪŋ, mɪ sprə'naʊn sɪŋ
misquote, mɪskwot, mɪs'kwot
misquoted, mɪskwotɪd, mɪs'kwo tɪd
misquotes, mɪskwots, mɪs'kwots
misquoting, mɪskwotɪŋ, mɪs'kwo tɪŋ
misread, mɪsrid, mɪs'rid
misread, mɪsrɛd, mɪs'rɛd
misreading, mɪsridɪŋ, mɪs'ri dɪŋ
misremember, mɪsrimɛmbər, mɪs ri'mɛm bər
misremembered, mɪsrimɛmbərd, mɪs ri'mɛm bərd
misreport, mɪsrɪpɔrt, mɪs rɪ'pɔrt
misreported, mɪsrɪpɔrtɪd, mɪs rɪ'pɔr tɪd
misrepresent, mɪsrɛprəzɛnt, mɪsˌrɛ prə'zɛnt
misrepresentation, mɪsrɛprɪzɛnteʃən, mɪsˌrɛ prɪ zɛn'te ʃən
misrepresentations, mɪsrɛprɪzɛnteʃənz, mɪsˌrɛ prɪ zɛn'te ʃənz
misrepresented, mɪsrɛprɪzɛntɪd, ˌmɪs rɛ prɪ'zɛn tɪd
misrepresented, mɪsrɛprɪzɛnɪd, ˌmɪs rɛ prɪ'zɛ nɪd
misrepresenting, mɪsrɛprəzɛntɪŋ, mɪsˌrɛ prə'zɛn tɪŋ
misrepresenting, mɪsrɛprəzɛnɪŋ, mɪsˌrɛ prə'zɛ nɪŋ
misrepresents, mɪsrɛprəzɛnts, mɪsˌrɛ prə'zɛnts
misrepresents, mɪsrɛprəzɛns, mɪsˌrɛ prə'zɛns
misrule, mɪsrul, mɪs'rul
miss, mɪs, mɪs
missal, mɪsəl, 'mɪ səl
missed, mɪst, mɪst
missel, mɪsəl, 'mɪ səl
misses, mɪsəz, 'mɪ səz
misses, mɪsɪz, 'mɪ sɪz
misshapen, mɪsʃepən, mɪs'ʃe pən
misshapen, mɪshæpən, mɪs'hæ pən
missile, mɪsəl, 'mɪ səl
missiles, mɪsəlz, 'mɪ səlz
missing, mɪsɪŋ, 'mɪ sɪŋ
mission, mɪʃən, 'mɪ ʃən
missionaries, mɪʃənɛriz, 'mɪ ʃəˌnɛ riz
missionary, mɪʃənɛri, 'mɪ ʃəˌnɛ ri
missions, mɪʃənz, 'mɪ ʃənz
missive, mɪsɪv, 'mɪ sɪv
misspeak, mɪsspik, mɪs'spik
misspeak, mɪspik, mɪ'spik
misspell, mɪsspɛl, mɪs'spɛl
misspell, mɪspɛl, mɪ'spɛl
misspelled, mɪsspɛld, mɪs'spɛld
misspelled, mɪspɛld, mɪ'spɛld
misspelling, mɪsspɛlɪŋ, mɪs'spɛ lɪŋ
misspelling, mɪspɛlɪŋ, mɪ'spɛ lɪŋ
misspells, mɪsspɛlz, mɪs'spɛlz
misspells, mɪspɛlz, mɪ'spɛlz
misspend, mɪsspɛnd, mɪs'spɛnd
misspend, mɪspɛnd, mɪ'spɛnd
misspending, mɪsspɛndɪŋ, mɪs'spɛn dɪŋ
misspending, mɪspɛndɪŋ, mɪ'spɛn dɪŋ
misspent, mɪsspɛnt, mɪs'spɛnt
misspent, mɪspɛnt, mɪ'spɛnt
misspoke, mɪsspok, mɪs'spok
misspoke, mɪspok, mɪ'spok
misspoken, mɪsspokən, mɪs'spo kən
misspoken, mɪspokən, mɪ'spo kən
misstate, mɪsstet, mɪs'stet
misstate, mɪstet, mɪ'stet
misstated, mɪsstetɪd, mɪs'ste tɪd
misstated, mɪstetɪd, mɪ'ste tɪd
misstatement, mɪstetmənt, mɪ'stet mənt
misstatements, mɪstetmənts, mɪ'stet mənts
misstatements, mɪstetməns, mɪ'stet məns
misstates, mɪsstets, mɪs'stets
misstates, mɪstets, mɪ'stets
misstating, mɪsstetɪŋ, mɪs'ste tɪŋ
misstating, mɪstetɪŋ, mɪ'ste tɪŋ
misstep, mɪsstɛp, mɪs'stɛp
misstep, mɪstɛp, mɪ'stɛp
missteps, mɪsstɛps, mɪs'stɛps
missteps, mɪstɛps, mɪ'stɛps
missus, mɪsɪz, 'mɪ sɪz
missy, mɪsi, 'mɪ si
mist, mɪst, mɪst
mistake, mɪstek, mɪ'stek
mistaken, mɪstekən, mɪ'ste kən
mistakenly, mɪstekənli, mɪ'ste kən li
mistakes, mɪsteks, mɪ'steks
mistaking, mɪstekɪŋ, mɪ'ste kɪŋ
mister, mɪstər, 'mɪ stər
misters, mɪstərz, 'mɪ stərz
mistletoe, mɪsəlto, 'mɪ səlˌto
mistook, mɪstʊk, mɪ'stʊk
mistral, mɪstrəl, 'mɪs trəl
mistreat, mɪstrit, mɪ'strit
mistreated, mɪstritɪd, mɪ'stri tɪd
mistreating, mɪstritɪŋ, mɪ'stri tɪŋ
mistreatment, mɪstritmənt, mɪ'strit mənt
mistreats, mɪstrits, mɪ'strits
mistress, mɪstrəs, 'mɪs trəs
mistresses, mɪstrəsəz, 'mɪs trə səz
mistresses, mɪstrəsɪz, 'mɪs trə sɪz
mistrial, mɪstraɪəl, mɪ'straɪəl
mistrial, mɪstraɪəl, 'mɪsˌtraɪəl
mistrials, mɪstraɪəlz, mɪ'straɪəlz
mistrials, mɪstraɪəlz, 'mɪsˌtraɪəlz
mistrust, mɪstrʌst, mɪ'strʌst
mistrusted, mɪstrʌstɪd, mɪ'strʌ stɪd
mistrustful, mɪstrʌstfəl, mɪ'strʌst fəl
mistrustful, mɪstrʌsfəl, mɪ'strʌs fəl
mistrusting, mɪstrʌstɪŋ, mɪ'strʌ stɪŋ
mistrusts, mɪstrʌsts, mɪ'strʌsts
mistrusts, mɪstrʌs, mɪ'strʌs
mists, mɪsts, mɪsts
misty, mɪsti, 'mɪ sti
misunderstand, mɪsəndərstænd, ˌmɪ sən dər'stænd
misunderstanding, mɪsəndərstændɪŋ, ˌmɪ sən dər'stæn dɪŋ
misunderstandings, mɪsəndərstændɪŋz, ˌmɪ sən dər'stæn dɪŋz
misunderstands, mɪsəndərstændz, ˌmɪ sən dər'stændz
misunderstood, mɪsəndərstʊd, ˌmɪ sən dər'stʊd
misuse, mɪsjuz, mɪs'juz
misuse, mɪsjus, mɪs'jus
misused, mɪsjuzd, mɪs'juzd
misuses, mɪsjuzɪz, mɪs'ju zɪz
misuses, mɪsjusɪz, mɪs'ju sɪz
misusing, mɪsjuzɪŋ, mɪs'ju zɪŋ
mite, maɪt, maɪt
miter, maɪtər, 'maɪ tər
mitering, maɪtərɪŋ, 'maɪ tə rɪŋ
mites, maɪts, maɪts
mithridate, mɪθrɪdet, 'mɪ θrɪˌdet
mithridates, mɪθrɪdets, 'mɪ θrɪˌdets
mitigate, mɪtəget, 'mɪ təˌget
mitigated, mɪtəgetɪd, 'mɪ təˌge tɪd
mitigates, mɪtəgets, 'mɪ təˌgets
mitigating, mɪtəgetɪŋ, 'mɪ təˌge tɪŋ
mitigation, mɪtɪgeʃən, ˌmɪ tɪ'ge ʃən
mitochondria, maɪtəkɑndriə, ˌmaɪ tə'kɑn driə
mitochondrion, maɪtəkɑndriən, ˌmaɪ tə'kɑn driən
mitral, maɪtrəl, 'maɪ trəl
mitre, mɪtri, 'mɪ tri
mitre, maɪtər, 'maɪ tər
mitt, mɪt, mɪt
mitten, mɪtən, 'mɪ tən
mittens, mɪtənz, 'mɪ tənz
mitts, mɪts, mɪts
mitzvah, mɪtsvə, 'mɪts və
mix, mɪks, mɪks
mixed, mɪkst, mɪkst
mixer, mɪksər, 'mɪk sər
mixers, mɪksərz, 'mɪk sərz
mixes, mɪksəz, 'mɪk səz
mixes, mɪksɪz, 'mɪk sɪz
mixing, mɪksɪŋ, 'mɪk sɪŋ
mixture, mɪkstʃər, 'mɪks tʃər
mixtures, mɪkstʃərz, 'mɪks tʃərz
mixup, mɪksəp, 'mɪk səp
mixups, mɪksəps, 'mɪk səps
mizen, maɪzən, 'maɪ zən
mnemonic, nɪmɑnɪk, nɪ'mɑ nɪk
mnemonic, nimɑnɪk, ni'mɑ nɪk
mnemonics, nɪmɑnɪks, nɪ'mɑ nɪks
mnemonics, nimɑnɪks, ni'mɑ nɪks
mo, mo, mo
moan, mon, mon
moaned, mond, mond
moaning, monɪŋ, 'mo nɪŋ
moans, monz, monz
moat, mot, mot
moats, mots, mots
mob, mɑb, mɑb
mobbed, mɑbd, mɑbd
mobile, mobəl, 'mo bəl
mobiles, mobəlz, 'mo bəlz
mobility, mobɪləti, mo'bɪ lə ti
mobility, mobɪlɪti, mo'bɪ lɪ ti
mobilization, mobələzeʃən, ˌmo bə lə'ze ʃən
mobilization, mobəlɪzeʃən, ˌmo bə lɪ'ze ʃən
mobilizations, mobələzeʃənz, ˌmo bə lə'ze ʃənz
mobilize, mobəlaɪz, 'mo bəˌlaɪz
mobilized, mobəlaɪzd, 'mo bəˌlaɪzd
mobilizing, mobəlaɪzɪŋ, 'mo bəˌlaɪ zɪŋ
mobs, mɑbz, mɑbz
mobster, mɑbstər, 'mɑb stər
mobsters, mɑbstərz, 'mɑb stərz
moccasin, mɑkəsɪn, 'mɑ kə sɪn
moccasins, mɑkəsɪnz, 'mɑ kə sɪnz
mocha, mokə, 'mo kə
mock, mɑk, mɑk
mocked, mɑkt, mɑkt
mockery, mɑkəri, 'mɑ kə ri
mocking, mɑkɪŋ, 'mɑ kɪŋ
mockingbird, mɑkɪŋbɜrd, 'mɑ kɪŋˌbɜrd
mocks, mɑks, mɑks
mod, mɔd, mɔd
modal, modəl, 'mo dəl
modalities, mədælətiz, mə'dæ lə tiz
modality, mədæləti, mə'dæ lə ti
mode, mod, mod
model, mɑdəl, 'mɑ dəl
modeled, mɑdəld, 'mɑ dəld
modeling, mɑdəlɪŋ, 'mɑ də lɪŋ
modeling, mɑdlɪŋ, 'mɑd lɪŋ
models, mɑdəlz, 'mɑ dəlz
modem, modəm, 'mo dəm
modems, modəmz, 'mo dəmz
moderate, mɑdərət, 'mɑ də rət
moderate, mɑdəret, 'mɑ dəˌret
moderated, mɑdəretɪd, 'mɑ dəˌre tɪd
moderately, mɑdərətli, 'mɑ də rət li
moderates, mɑdərəts, 'mɑ də rəts
moderates, mɑdərets, 'mɑ dəˌrets
moderating, mɑdəretɪŋ, 'mɑ dəˌre tɪŋ
moderation, mɑdəreʃən, ˌmɑ də're ʃən
moderator, mɑdəretər, 'mɑ dəˌre tər
moderators, mɑdəretərz, 'mɑ dəˌre tərz
modern, mɑdərn, 'mɑ dərn
moderne, modɛrn, mo'dɛrn
modernism, mɑdərnɪzəm, 'mɑ dərˌnɪ zəm
modernist, mɑdərnəst, 'mɑ dər nəst
modernists, mɑdərnəsts, 'mɑ dər nəsts
modernists, mɑdərnəs, 'mɑ dər nəs
modernity, mɑdɜrnəti, mɑ'dɜr nə ti
modernization, mɑdərnəzeʃən, ˌmɑ dər nə'ze ʃən
modernization, mɑdərnaɪzeʃə, ˌmɑ dər naɪ'ze ʃə
modernize, mɑdərnaɪz, 'mɑ dərˌnaɪz
modernized, mɑdərnaɪzd, 'mɑ dərˌnaɪzd
modernizes, mɑdərnaɪzɪz, 'mɑ dərˌnaɪ zɪz
modernizing, mɑdərnaɪzɪŋ, 'mɑ dərˌnaɪ zɪŋ
moderns, mɑdərnz, 'mɑ dərnz
modes, modz, modz
modest, mɑdəst, 'mɑ dəst
modestly, mɑdəstli, 'mɑ dəst li
modesty, mɑdəsti, 'mɑ də sti
modi, modi, 'mo di
modica, modikə, mo'di kə
modicum, mɑdɪkəm, 'mɑ dɪ kəm
modification, mɑdəfəkeʃən, ˌmɑ də fə'ke ʃən
modifications, mɑdəfəkeʃənz, ˌmɑ də fə'ke ʃənz
modified, mɑdəfaɪd, 'mɑ dəˌfaɪd
modifies, mɑdəfaɪz, 'mɑ dəˌfaɪz
modify, mɑdəfaɪ, 'mɑ dəˌfaɪ
modifying, mɑdəfaɪɪŋ, 'mɑ dəˌfaɪ ɪŋ
modular, mɑdʒələr, 'mɑ dʒə lər
modulate, mɔdʒjulet, 'mɔdʒ ju let
modulate, mɔdʒulet, 'mɔ dʒu let
modulated, mɔdʒjuletɪd, 'mɔdʒ ju le tɪd
modulated, mɔdʒuletɪd, 'mɔ dʒu le tɪd
modulation, mɑdʒəleʃən, ˌmɑ dʒə'le ʃən
modulator, mɑdʒəletər, 'mɑ dʒəˌle tər
module, mɑdʒul, 'mɑ dʒul
modules, mɑdʒulz, 'mɑ dʒulz
modus, modəs, 'mo dəs
mogul, mogəl, 'mo gəl
moguls, mogəlz, 'mo gəlz
mohair, mohɛr, 'moˌhɛr
mohel, moəl, 'moəl
moira, mɔɪrə, 'mɔɪ rə
moist, mɔɪst, mɔɪst
moisten, mɔɪsən, 'mɔɪ sən
moistened, mɔɪsənd, 'mɔɪ sənd
moisture, mɔɪstʃər, 'mɔɪs tʃər
moisturizer, mɔɪstʃəraɪzər, 'mɔɪs tʃəˌraɪ zər
mojo, modʒo, 'mo dʒo
moke, mok, mok
mokes, moks, moks
mol, mɔl, mɔl
mola, molə, 'mo lə
molasses, məlæsəz, mə'læ səz
mold, mold, mold
moldable, moldəbəl, 'mol də bəl
molded, moldəd, 'mol dəd
molded, moldɪd, 'mol dɪd
molder, moldər, 'mol dər
molders, moldərz, 'mol dərz
molding, moldɪŋ, 'mol dɪŋ
moldings, moldɪŋz, 'mol dɪŋz
molds, moldz, moldz
moldy, moldi, 'mol di
mole, mol, mol
molecular, məlɛkjələr, mə'lɛ kjə lər
molecule, mɑləkjul, 'mɑ ləˌkjul
molecules, mɑləkjulz, 'mɑ ləˌkjulz
